satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.59,0.73,,,10,0.0,0,management,,0
0.41,0.67,6.0,221.0,10,0.0,0,marketing,medium,0
0.94,,,247.0,10,0.0,0,sales,medium,0
0.91,,4.0,135.0,10,0.0,0,accounting,medium,0
0.7,0.84,,260.0,4,1.0,0,support,medium,0
0.51,,3.0,188.0,3,0.0,0,technical,high,0
0.22,0.7,4.0,159.0,5,0.0,0,management,low,0
0.69,0.65,,153.0,2,0.0,0,marketing,medium,0
0.2,0.68,5.0,167.0,7,0.0,0,marketing,medium,0
0.9,0.85,3.0,158.0,7,0.0,0,marketing,medium,0
0.76,0.85,3.0,180.0,7,,0,sales,medium,0
0.88,0.51,3.0,211.0,7,0.0,0,sales,medium,0
0.31,0.63,4.0,104.0,7,1.0,0,sales,medium,0
0.17,0.66,6.0,174.0,3,0.0,0,sales,medium,0
0.91,0.77,3.0,195.0,7,0.0,0,sales,medium,0
0.97,,,211.0,7,1.0,0,sales,medium,0
0.61,0.77,5.0,232.0,7,0.0,0,sales,medium,0
0.74,0.67,5.0,216.0,3,0.0,0,sales,low,0
0.65,0.82,5.0,265.0,3,0.0,0,IT,low,0
0.87,0.73,5.0,184.0,3,0.0,0,product_mng,low,0
0.56,0.71,5.0,244.0,3,0.0,0,product_mng,,0
0.78,0.69,4.0,202.0,3,0.0,0,product_mng,low,0
0.73,0.57,3.0,,2,0.0,0,product_mng,,0
0.66,,4.0,161.0,6,0.0,0,IT,,0
0.15,0.81,,280.0,3,1.0,0,RandD,high,0
0.52,0.69,5.0,,8,1.0,0,RandD,,0
0.44,,6.0,134.0,8,,0,RandD,,0
0.7,0.7,3.0,162.0,8,0.0,0,RandD,high,0
0.63,0.52,5.0,209.0,8,1.0,0,RandD,low,0
0.89,,3.0,265.0,8,0.0,0,RandD,low,0
0.96,0.85,4.0,173.0,3,0.0,0,marketing,high,0
0.98,,4.0,261.0,10,1.0,0,sales,low,0
0.62,,3.0,204.0,10,0.0,0,accounting,,0
0.62,0.73,3.0,144.0,10,1.0,0,support,,0
0.69,0.43,5.0,,8,0.0,0,technical,medium,0
0.5,0.91,4.0,144.0,8,0.0,0,management,medium,0
0.71,0.93,5.0,140.0,8,0.0,0,marketing,,0
0.5,0.68,3.0,245.0,4,0.0,0,marketing,medium,0
0.93,0.6,3.0,188.0,3,0.0,0,marketing,high,0
0.95,0.77,5.0,199.0,10,1.0,0,sales,medium,0
0.17,0.61,6.0,154.0,10,1.0,0,sales,medium,0
0.92,0.68,4.0,138.0,7,0.0,0,sales,,0
0.64,0.48,3.0,147.0,7,0.0,0,sales,high,0
0.27,,6.0,173.0,7,0.0,0,sales,medium,0
0.66,0.87,3.0,223.0,7,0.0,0,sales,high,0
0.59,0.69,3.0,200.0,3,0.0,0,sales,low,0
0.93,0.98,4.0,,10,0.0,0,sales,medium,0
0.58,0.67,5.0,133.0,10,0.0,0,technical,medium,0
0.96,0.6,3.0,160.0,10,,0,support,medium,0
0.69,,3.0,153.0,10,0.0,0,support,medium,0
0.41,0.38,4.0,142.0,10,1.0,0,support,low,0
0.36,0.41,3.0,167.0,10,0.0,0,support,low,0
0.71,,4.0,227.0,2,0.0,0,support,low,0
0.94,0.9,4.0,,4,0.0,0,support,low,0
0.51,0.76,,,3,0.0,0,support,,0
0.83,0.48,4.0,220.0,3,1.0,0,support,,0
0.22,0.62,3.0,180.0,3,0.0,0,support,low,0
0.66,0.89,4.0,173.0,4,0.0,0,support,low,0
0.14,0.58,3.0,179.0,5,0.0,0,support,low,0
0.16,0.96,5.0,137.0,5,1.0,0,technical,low,0
0.81,0.78,3.0,165.0,3,0.0,0,technical,,0
0.73,0.94,,177.0,3,0.0,0,technical,low,0
0.7,,5.0,168.0,3,0.0,0,management,low,0
0.62,0.73,3.0,245.0,4,0.0,0,IT,low,0
0.5,0.83,5.0,,2,0.0,0,IT,low,0
0.7,0.88,,159.0,2,0.0,0,IT,high,0
0.53,0.73,3.0,163.0,3,1.0,0,IT,low,0
0.87,0.9,3.0,174.0,2,0.0,0,IT,low,0
0.59,,3.0,214.0,2,,0,product_mng,low,0
0.94,0.67,,191.0,3,1.0,0,product_mng,high,0
0.2,,5.0,272.0,5,0.0,0,product_mng,low,0
0.42,,3.0,183.0,2,0.0,0,product_mng,medium,0
0.43,,4.0,135.0,2,0.0,0,IT,high,0
0.43,0.76,6.0,154.0,2,0.0,0,management,,0
0.77,0.86,5.0,238.0,3,,0,management,high,0
0.76,,2.0,235.0,3,0.0,0,management,high,0
0.82,0.9,3.0,215.0,4,0.0,0,management,high,0
0.75,,5.0,234.0,2,0.0,0,management,,0
0.63,0.98,,187.0,3,0.0,0,management,high,0
0.51,0.75,3.0,,3,0.0,0,sales,,0
0.23,0.7,3.0,,5,0.0,0,sales,medium,0
0.77,0.58,4.0,202.0,3,0.0,0,sales,medium,0
0.54,,4.0,,3,0.0,0,sales,medium,0
0.63,0.85,4.0,182.0,3,1.0,0,sales,high,0
0.55,0.45,3.0,179.0,2,1.0,0,sales,low,0
0.31,0.63,3.0,150.0,3,1.0,0,sales,medium,0
0.98,0.74,4.0,151.0,3,0.0,0,sales,medium,0
0.16,0.95,6.0,117.0,7,0.0,0,sales,medium,0
0.54,0.78,3.0,156.0,7,0.0,0,sales,medium,0
0.73,0.48,3.0,211.0,7,0.0,0,sales,medium,0
0.16,,6.0,286.0,7,0.0,1,sales,medium,0
0.57,0.82,5.0,233.0,7,0.0,1,sales,medium,0
0.88,0.88,4.0,,3,1.0,1,sales,,0
0.95,0.81,4.0,258.0,7,0.0,1,sales,medium,0
0.93,0.7,5.0,,7,0.0,1,sales,high,0
0.91,,3.0,220.0,7,0.0,1,sales,low,0
0.77,0.82,4.0,134.0,3,0.0,1,sales,low,0
0.24,0.94,6.0,141.0,3,1.0,0,sales,low,0
0.74,0.74,5.0,160.0,3,1.0,0,sales,high,0
0.53,0.59,4.0,259.0,3,0.0,0,sales,,0
0.89,0.77,5.0,232.0,3,0.0,0,sales,low,0
0.23,,5.0,272.0,2,0.0,0,sales,low,0
0.69,,3.0,215.0,6,0.0,0,sales,high,0
0.52,0.72,4.0,222.0,3,0.0,0,sales,low,0
0.9,0.58,3.0,244.0,8,0.0,0,sales,low,0
0.92,,5.0,224.0,8,1.0,0,sales,low,0
0.72,0.59,5.0,200.0,8,1.0,0,sales,low,0
0.92,0.61,4.0,143.0,8,0.0,0,sales,low,0
0.79,0.86,5.0,238.0,8,,0,sales,,0
0.48,0.89,4.0,145.0,3,0.0,0,sales,low,0
0.27,0.76,4.0,108.0,10,0.0,0,sales,medium,0
0.67,0.49,3.0,247.0,10,0.0,0,sales,medium,0
0.48,0.7,3.0,213.0,10,0.0,0,sales,medium,0
0.99,,4.0,209.0,8,1.0,0,IT,medium,0
0.49,0.88,4.0,240.0,8,0.0,0,product_mng,,0
0.39,0.45,3.0,100.0,8,1.0,0,product_mng,,0
0.99,0.92,4.0,265.0,4,1.0,0,product_mng,medium,0
0.78,0.57,3.0,209.0,3,0.0,0,product_mng,medium,0
0.5,0.73,,,10,0.0,0,IT,medium,0
0.61,0.79,5.0,230.0,10,0.0,0,management,high,0
0.88,0.6,4.0,208.0,7,0.0,1,management,high,0
0.44,0.44,2.0,141.0,7,1.0,1,management,,0
0.73,,3.0,262.0,7,1.0,1,management,high,0
0.58,,4.0,206.0,7,0.0,1,management,,0
0.74,0.98,3.0,166.0,3,1.0,1,management,high,0
0.32,0.48,4.0,117.0,10,,1,marketing,medium,0
0.88,0.83,4.0,273.0,10,0.0,0,sales,medium,0
0.81,,,270.0,10,0.0,0,accounting,medium,0
0.59,0.92,3.0,138.0,10,0.0,0,support,,0
0.79,0.65,3.0,235.0,10,0.0,0,technical,low,0
0.92,,4.0,190.0,10,1.0,0,management,low,0
0.76,,3.0,192.0,3,0.0,0,marketing,low,0
0.91,,5.0,214.0,3,1.0,0,marketing,low,0
0.8,0.84,4.0,,2,1.0,0,marketing,low,0
0.73,0.72,4.0,233.0,2,0.0,0,sales,,0
0.88,,3.0,218.0,4,0.0,0,sales,,0
0.65,0.4,5.0,125.0,4,0.0,0,sales,low,0
0.84,0.5,4.0,178.0,2,0.0,0,sales,,0
0.93,0.5,5.0,272.0,3,0.0,0,sales,low,0
0.64,0.6,3.0,265.0,4,0.0,0,sales,low,0
0.66,0.72,4.0,271.0,3,,0,sales,low,0
0.76,0.56,3.0,179.0,3,1.0,0,sales,low,0
0.34,0.72,3.0,118.0,4,0.0,0,IT,low,0
0.48,0.8,4.0,196.0,5,0.0,0,product_mng,low,0
0.79,0.61,,173.0,2,0.0,0,product_mng,low,0
0.82,,4.0,156.0,3,0.0,0,product_mng,low,0
0.51,0.71,2.0,180.0,3,0.0,0,product_mng,,0
0.84,0.78,4.0,263.0,3,0.0,0,IT,low,0
0.66,0.79,5.0,,3,0.0,0,management,high,0
0.72,,3.0,189.0,3,1.0,0,management,high,0
0.53,0.91,4.0,167.0,4,0.0,0,management,high,0
0.81,0.8,5.0,,2,,0,management,high,0
0.58,,3.0,209.0,2,0.0,0,management,high,0
0.82,0.56,2.0,227.0,5,1.0,0,management,high,0
0.72,0.99,4.0,239.0,3,0.0,0,marketing,,0
0.9,0.54,4.0,172.0,4,0.0,0,sales,,0
0.98,0.91,,188.0,4,0.0,0,accounting,,0
0.56,0.74,3.0,265.0,3,0.0,0,support,medium,0
0.77,0.82,3.0,153.0,3,1.0,0,technical,,0
0.61,0.89,4.0,242.0,2,0.0,0,management,,0
0.97,0.61,4.0,262.0,3,1.0,1,marketing,,0
0.64,,3.0,246.0,2,0.0,1,marketing,,0
0.99,,4.0,211.0,2,0.0,1,marketing,low,0
0.61,0.42,3.0,145.0,4,0.0,1,sales,medium,0
0.72,,4.0,256.0,3,0.0,1,sales,medium,0
0.67,0.91,2.0,245.0,2,1.0,1,sales,medium,0
0.9,0.56,3.0,151.0,3,0.0,0,sales,medium,0
0.9,0.73,4.0,245.0,2,0.0,0,sales,low,0
0.63,0.61,4.0,171.0,3,0.0,0,sales,,0
0.64,0.88,,252.0,2,,0,sales,,0
0.44,0.65,3.0,175.0,2,0.0,0,IT,low,0
0.64,0.94,4.0,210.0,3,0.0,0,product_mng,low,0
0.65,0.95,2.0,180.0,2,0.0,0,product_mng,low,0
0.69,,5.0,103.0,5,0.0,0,product_mng,low,0
0.93,,4.0,110.0,3,0.0,0,product_mng,low,0
0.73,0.9,,184.0,3,0.0,0,IT,low,0
0.83,0.6,4.0,161.0,2,0.0,0,management,high,0
0.82,,5.0,210.0,3,0.0,0,management,,0
0.39,0.91,2.0,212.0,2,0.0,0,management,high,0
0.53,0.47,6.0,106.0,6,0.0,0,management,high,0
0.88,0.81,,,3,0.0,0,management,high,0
0.8,0.6,5.0,,3,0.0,0,management,high,0
0.68,0.79,4.0,184.0,3,0.0,0,marketing,low,0
0.66,0.6,3.0,210.0,2,0.0,0,sales,low,0
0.61,0.61,4.0,246.0,2,0.0,0,accounting,low,0
0.74,0.55,4.0,,3,0.0,0,support,low,0
0.61,,,245.0,3,1.0,1,technical,low,0
0.57,0.99,3.0,222.0,3,1.0,1,management,low,0
0.68,0.54,4.0,146.0,4,0.0,1,marketing,medium,0
0.75,0.79,4.0,263.0,3,0.0,1,marketing,medium,0
0.29,0.57,5.0,134.0,2,0.0,1,marketing,medium,0
0.81,0.81,5.0,250.0,4,0.0,1,sales,medium,0
0.53,0.68,4.0,,3,0.0,0,sales,medium,0
0.42,0.96,6.0,173.0,3,0.0,0,sales,,0
0.64,0.67,4.0,252.0,3,1.0,0,sales,medium,0
0.63,0.5,2.0,230.0,4,0.0,0,sales,medium,0
0.81,0.81,4.0,212.0,2,1.0,0,sales,medium,0
0.71,0.66,5.0,,2,0.0,0,sales,medium,0
0.7,0.83,5.0,241.0,2,0.0,0,sales,medium,0
0.53,1.0,3.0,164.0,4,0.0,0,IT,medium,0
0.16,0.93,6.0,218.0,6,1.0,0,product_mng,high,0
0.17,0.55,4.0,194.0,3,0.0,0,product_mng,low,0
0.7,0.95,3.0,,2,0.0,0,product_mng,medium,0
0.43,0.88,2.0,149.0,4,0.0,0,product_mng,,0
0.49,,4.0,161.0,2,0.0,0,IT,medium,0
0.5,0.9,,226.0,2,0.0,0,management,high,0
0.57,0.59,2.0,111.0,2,0.0,0,management,high,0
0.68,,4.0,258.0,3,0.0,0,management,high,0
0.62,0.61,3.0,,2,0.0,0,management,high,0
0.69,0.75,3.0,253.0,3,0.0,0,management,,0
0.63,0.7,5.0,160.0,3,0.0,0,management,,0
0.76,0.62,5.0,230.0,3,1.0,0,marketing,low,0
0.62,0.76,,198.0,3,0.0,0,sales,low,0
0.82,0.69,3.0,250.0,3,0.0,0,accounting,low,0
0.2,,4.0,225.0,5,0.0,0,support,low,0
0.16,0.7,3.0,178.0,3,1.0,0,technical,,0
0.2,0.78,4.0,196.0,3,0.0,0,management,,0
0.53,0.51,,240.0,2,0.0,0,marketing,,0
0.71,0.63,3.0,204.0,3,0.0,0,marketing,low,0
0.7,,3.0,250.0,3,0.0,0,marketing,low,0
0.92,0.94,,224.0,2,0.0,0,sales,low,0
0.81,0.92,4.0,268.0,3,0.0,0,sales,low,0
0.79,0.62,,,3,0.0,0,sales,low,0
0.53,0.64,3.0,168.0,3,0.0,0,sales,low,0
0.51,0.56,4.0,168.0,2,0.0,0,sales,low,0
0.78,0.9,5.0,158.0,3,0.0,0,sales,low,0
0.5,0.91,3.0,240.0,3,0.0,0,sales,low,0
0.92,,4.0,261.0,4,0.0,0,sales,,0
0.59,0.54,4.0,176.0,2,0.0,0,technical,medium,0
0.77,0.55,3.0,,3,0.0,0,support,medium,0
0.74,0.87,5.0,224.0,2,0.0,0,support,medium,0
0.67,0.97,4.0,196.0,3,0.0,0,support,medium,0
0.56,0.59,3.0,223.0,3,,0,support,medium,0
0.84,0.44,5.0,,5,1.0,0,support,medium,0
0.53,0.77,2.0,167.0,2,0.0,0,support,medium,0
0.86,0.71,5.0,273.0,3,0.0,0,support,,0
0.77,0.68,,98.0,3,0.0,0,support,medium,0
0.97,,4.0,253.0,3,0.0,0,support,medium,0
0.69,0.87,5.0,174.0,3,,0,support,medium,0
0.73,0.9,3.0,274.0,2,0.0,0,support,high,0
0.42,0.47,6.0,,5,0.0,0,technical,low,0
0.4,0.47,5.0,173.0,5,0.0,0,technical,medium,0
0.33,0.41,2.0,198.0,4,0.0,0,technical,medium,0
0.68,0.66,3.0,238.0,2,0.0,0,management,medium,0
0.78,0.8,3.0,256.0,2,0.0,0,IT,,0
0.92,0.6,3.0,179.0,2,0.0,0,IT,low,0
0.66,0.66,4.0,273.0,4,,0,IT,low,0
0.6,0.45,,104.0,4,0.0,0,IT,,0
0.86,0.83,4.0,208.0,3,1.0,0,IT,low,0
0.61,,3.0,275.0,2,0.0,0,product_mng,low,0
0.71,,3.0,231.0,2,1.0,0,product_mng,low,0
0.86,,4.0,186.0,3,0.0,0,product_mng,,0
0.96,0.59,3.0,241.0,3,0.0,0,product_mng,low,0
0.7,0.54,3.0,194.0,2,1.0,0,IT,low,0
0.38,0.49,4.0,,3,0.0,1,management,high,0
0.39,0.75,6.0,185.0,3,0.0,1,management,high,0
0.49,0.4,2.0,,2,1.0,1,management,high,0
0.78,0.62,4.0,150.0,3,0.0,1,management,high,0
0.74,0.79,5.0,121.0,5,0.0,1,management,,0
0.82,0.76,,266.0,3,0.0,1,management,high,0
0.6,,2.0,109.0,6,,0,sales,low,0
0.72,0.99,3.0,143.0,4,0.0,0,sales,low,0
0.73,0.97,3.0,174.0,3,0.0,0,sales,low,0
0.89,,4.0,159.0,2,0.0,0,sales,medium,0
0.74,,4.0,157.0,2,0.0,0,sales,medium,0
0.83,,2.0,222.0,2,0.0,0,sales,medium,0
0.24,0.88,5.0,199.0,5,,0,sales,medium,0
0.93,0.89,,255.0,7,1.0,0,sales,,0
0.96,0.62,4.0,253.0,7,0.0,0,sales,medium,0
0.16,0.68,,149.0,7,1.0,0,sales,medium,0
0.21,,6.0,285.0,7,0.0,0,sales,medium,0
0.69,,3.0,164.0,7,,0,sales,medium,0
0.66,0.96,3.0,243.0,3,1.0,0,sales,medium,0
0.67,0.39,2.0,207.0,7,0.0,0,sales,medium,0
0.85,0.58,4.0,186.0,7,0.0,0,sales,medium,0
0.37,,4.0,,7,0.0,0,sales,,0
0.64,0.64,2.0,190.0,3,0.0,0,sales,low,0
0.91,0.82,2.0,241.0,3,0.0,0,sales,medium,0
0.96,0.68,3.0,206.0,3,0.0,0,sales,medium,0
0.74,0.7,4.0,273.0,3,0.0,0,sales,medium,0
0.94,0.99,2.0,157.0,3,0.0,0,sales,medium,0
0.37,,3.0,,2,0.0,0,sales,low,0
0.92,0.85,3.0,151.0,6,1.0,0,sales,low,0
0.86,,,217.0,3,0.0,0,sales,low,0
0.66,0.49,5.0,235.0,8,1.0,0,sales,low,0
0.19,0.61,,127.0,8,0.0,0,sales,,0
0.65,0.61,5.0,167.0,8,0.0,0,sales,low,0
0.92,0.44,3.0,260.0,8,0.0,0,sales,low,0
0.83,0.8,3.0,240.0,8,0.0,0,sales,low,0
0.94,0.82,4.0,187.0,3,0.0,0,sales,,0
0.42,0.69,3.0,126.0,2,0.0,0,sales,low,0
0.78,0.53,6.0,168.0,3,0.0,0,sales,low,0
0.58,,4.0,197.0,5,0.0,0,sales,low,0
0.5,0.64,2.0,170.0,8,0.0,0,sales,low,0
0.82,0.76,3.0,219.0,8,1.0,0,IT,low,0
0.97,0.92,6.0,137.0,8,1.0,0,product_mng,,0
0.8,0.93,3.0,225.0,4,0.0,0,product_mng,low,0
0.82,0.84,3.0,194.0,3,0.0,0,product_mng,low,0
0.95,0.99,5.0,251.0,4,0.0,0,product_mng,low,0
0.88,,5.0,195.0,4,0.0,0,IT,,0
0.5,0.86,3.0,180.0,7,0.0,1,management,high,0
0.53,0.8,2.0,225.0,7,1.0,1,management,,0
0.82,0.74,3.0,229.0,7,0.0,1,management,high,0
0.15,0.74,,144.0,7,0.0,1,management,high,0
0.92,0.7,3.0,129.0,3,0.0,1,management,high,0
0.53,0.74,,172.0,10,0.0,1,management,high,0
0.58,1.0,4.0,,10,0.0,0,marketing,medium,0
0.88,,3.0,273.0,10,0.0,0,sales,medium,0
0.85,0.72,3.0,245.0,10,0.0,0,accounting,medium,0
0.99,0.68,5.0,264.0,10,1.0,0,support,medium,0
0.94,0.73,3.0,,10,0.0,0,technical,,0
0.63,0.94,3.0,172.0,3,0.0,0,management,medium,0
0.85,0.9,3.0,245.0,3,,0,marketing,,0
0.95,,5.0,192.0,3,0.0,0,marketing,medium,0
0.71,0.66,3.0,268.0,4,0.0,0,marketing,high,0
0.49,0.88,4.0,244.0,3,0.0,0,sales,low,0
0.71,0.69,,222.0,4,0.0,0,sales,medium,0
0.52,,5.0,239.0,2,0.0,0,sales,,0
0.48,0.72,3.0,143.0,4,0.0,0,sales,medium,0
0.82,,3.0,160.0,3,0.0,0,sales,medium,0
0.83,0.76,2.0,255.0,7,0.0,0,sales,low,0
0.85,0.87,4.0,152.0,7,,0,sales,low,0
0.57,0.64,4.0,226.0,7,0.0,0,sales,low,0
0.16,0.63,5.0,,7,0.0,0,IT,low,0
0.85,,5.0,256.0,7,0.0,0,product_mng,low,0
0.82,0.67,,198.0,3,1.0,0,product_mng,low,0
0.9,0.89,4.0,254.0,7,0.0,0,product_mng,low,0
0.92,0.64,2.0,104.0,7,0.0,0,product_mng,low,0
0.9,0.48,4.0,136.0,7,,0,IT,,0
0.82,0.8,5.0,205.0,3,0.0,0,IT,low,0
0.84,,4.0,236.0,3,1.0,0,IT,low,0
0.92,0.65,3.0,176.0,3,0.0,0,IT,low,0
0.82,0.82,3.0,148.0,3,0.0,0,IT,low,0
0.8,0.8,4.0,146.0,3,1.0,0,IT,low,0
0.6,0.85,3.0,242.0,2,0.0,0,IT,,0
0.14,,5.0,115.0,6,1.0,0,marketing,high,0
0.85,,,150.0,3,0.0,0,accounting,high,0
0.55,0.81,3.0,239.0,8,0.0,0,accounting,,0
0.49,,4.0,178.0,8,0.0,0,IT,medium,0
0.82,0.58,5.0,263.0,8,0.0,0,IT,medium,0
0.59,,,272.0,8,0.0,0,management,high,0
0.9,0.82,3.0,133.0,8,0.0,0,marketing,,0
0.62,0.72,3.0,149.0,3,1.0,0,marketing,medium,0
0.61,0.68,3.0,,2,0.0,0,marketing,medium,0
0.52,0.55,5.0,174.0,3,1.0,0,sales,medium,0
0.79,0.87,4.0,223.0,5,0.0,0,sales,medium,0
0.49,0.89,4.0,201.0,8,0.0,0,sales,medium,0
0.73,0.67,2.0,139.0,8,0.0,0,sales,medium,0
0.67,0.49,5.0,,8,0.0,0,sales,medium,0
0.52,0.61,4.0,187.0,4,1.0,0,sales,medium,0
0.72,0.64,4.0,192.0,3,0.0,0,sales,,0
0.48,0.5,5.0,142.0,4,0.0,0,IT,medium,0
0.19,0.79,4.0,229.0,4,0.0,0,product_mng,medium,0
0.49,0.49,3.0,,7,0.0,0,product_mng,high,0
0.9,0.76,,255.0,7,0.0,0,product_mng,low,0
0.49,0.49,4.0,212.0,7,0.0,0,product_mng,medium,0
0.6,0.53,2.0,235.0,7,0.0,0,IT,medium,0
0.62,0.85,3.0,237.0,3,,0,IT,medium,0
0.64,0.5,4.0,253.0,10,0.0,1,management,high,0
0.22,0.94,3.0,193.0,10,0.0,1,management,high,0
0.9,0.55,3.0,259.0,10,1.0,1,management,,0
0.74,0.95,5.0,,10,0.0,1,management,,0
0.85,0.54,3.0,185.0,10,0.0,1,management,,0
0.33,0.65,3.0,172.0,10,0.0,1,marketing,high,0
0.5,0.73,4.0,,3,0.0,0,IT,low,0
0.38,0.53,,157.0,3,0.0,0,sales,low,1
0.8,0.86,5.0,262.0,6,0.0,0,sales,medium,1
0.11,0.88,7.0,,4,0.0,0,sales,medium,1
0.72,0.87,5.0,223.0,5,0.0,0,sales,low,1
0.37,0.52,2.0,,3,0.0,0,sales,low,1
0.41,,,,3,0.0,0,sales,low,1
0.1,0.77,6.0,247.0,4,0.0,0,sales,low,1
0.92,0.85,5.0,259.0,5,0.0,0,sales,low,1
0.89,1.0,5.0,224.0,5,0.0,0,sales,,1
0.42,,,,3,0.0,0,sales,,1
0.45,0.54,,135.0,3,0.0,0,sales,low,1
0.11,0.81,,305.0,4,0.0,0,sales,low,1
0.84,,4.0,234.0,5,0.0,0,sales,low,1
0.41,0.55,2.0,148.0,3,,0,sales,low,1
0.36,0.56,2.0,137.0,3,0.0,0,sales,low,1
0.38,0.54,2.0,143.0,3,0.0,0,sales,low,1
0.45,,2.0,,3,0.0,0,sales,,1
0.78,,4.0,255.0,6,0.0,0,sales,low,1
0.45,0.51,2.0,160.0,3,1.0,1,sales,,1
0.76,0.89,5.0,262.0,5,0.0,0,sales,,1
0.11,0.83,6.0,282.0,4,0.0,0,sales,low,1
0.38,0.55,2.0,147.0,3,0.0,0,sales,low,1
0.09,0.95,6.0,304.0,4,0.0,0,sales,low,1
0.46,0.57,2.0,139.0,3,0.0,0,sales,low,1
0.4,,2.0,158.0,3,0.0,0,sales,,1
0.89,0.92,5.0,242.0,5,0.0,0,sales,low,1
0.82,0.87,4.0,239.0,5,0.0,0,sales,,1
0.4,,2.0,135.0,3,0.0,0,sales,low,1
0.41,0.46,2.0,128.0,3,0.0,0,accounting,,1
0.38,0.5,2.0,132.0,3,0.0,0,accounting,low,1
0.09,0.62,6.0,294.0,4,0.0,0,accounting,low,1
0.45,0.57,2.0,134.0,3,0.0,0,hr,low,1
0.4,0.51,2.0,145.0,3,0.0,0,hr,low,1
0.45,0.55,,140.0,3,0.0,0,hr,,1
0.84,0.87,4.0,246.0,6,0.0,0,hr,low,1
0.1,0.94,6.0,255.0,4,0.0,0,technical,,1
0.38,0.46,2.0,,3,0.0,0,technical,low,1
0.45,,2.0,126.0,3,0.0,0,technical,low,1
0.11,0.89,6.0,,4,0.0,0,technical,low,1
0.41,0.54,2.0,152.0,3,0.0,0,technical,,1
0.87,0.88,,269.0,5,0.0,0,technical,low,1
0.45,0.48,2.0,158.0,3,0.0,0,technical,,1
0.4,0.46,,,3,0.0,0,technical,,1
0.1,,7.0,281.0,4,0.0,0,technical,,1
0.09,0.89,6.0,276.0,4,0.0,0,technical,low,1
0.84,0.74,3.0,182.0,4,0.0,0,technical,low,1
0.4,,2.0,147.0,3,0.0,0,support,low,1
0.57,0.7,,273.0,6,0.0,0,support,low,1
0.4,0.54,2.0,148.0,3,0.0,0,support,low,1
0.43,0.47,,147.0,3,0.0,0,support,low,1
0.13,0.78,6.0,152.0,2,0.0,0,support,low,1
0.44,,2.0,135.0,3,0.0,0,support,low,1
0.38,,,134.0,3,0.0,0,support,,1
0.39,0.54,2.0,132.0,3,0.0,0,support,low,1
0.1,,7.0,307.0,4,0.0,0,support,low,1
0.37,0.46,2.0,140.0,3,0.0,0,support,low,1
0.11,,7.0,255.0,4,0.0,0,support,,1
0.1,0.81,6.0,309.0,4,0.0,0,technical,low,1
0.38,0.54,2.0,128.0,3,0.0,0,technical,low,1
0.85,,4.0,225.0,5,0.0,0,technical,,1
0.85,0.91,5.0,226.0,5,,0,management,medium,1
0.11,0.93,7.0,308.0,4,0.0,0,IT,medium,1
0.1,,6.0,244.0,5,0.0,0,IT,medium,1
0.36,0.56,2.0,,3,0.0,0,IT,medium,1
0.11,0.94,6.0,286.0,4,0.0,0,IT,medium,1
0.81,0.7,6.0,161.0,4,0.0,0,IT,medium,1
0.43,0.54,2.0,153.0,3,0.0,0,product_mng,medium,1
0.9,,4.0,264.0,6,0.0,0,product_mng,medium,1
0.76,0.86,5.0,223.0,5,1.0,0,product_mng,medium,1
0.43,0.5,2.0,135.0,3,0.0,0,product_mng,medium,1
0.74,0.99,2.0,,3,0.0,0,IT,medium,1
0.09,0.77,5.0,275.0,4,0.0,0,product_mng,medium,1
0.45,0.49,2.0,149.0,3,0.0,0,product_mng,high,1
0.09,0.87,7.0,295.0,4,0.0,0,product_mng,low,1
0.11,,6.0,277.0,4,0.0,0,product_mng,medium,1
0.11,0.79,7.0,306.0,4,0.0,0,product_mng,medium,1
0.1,,6.0,295.0,4,0.0,0,product_mng,medium,1
0.4,,2.0,137.0,3,0.0,0,marketing,,1
0.43,,,157.0,3,0.0,0,sales,low,1
0.39,0.56,2.0,142.0,3,0.0,0,accounting,low,1
0.45,0.54,2.0,140.0,3,0.0,0,support,,1
0.38,0.49,2.0,151.0,3,,0,technical,low,1
0.79,0.59,4.0,139.0,3,0.0,1,management,,1
0.84,0.85,4.0,249.0,6,0.0,0,marketing,low,1
0.11,0.77,6.0,291.0,4,0.0,0,marketing,low,1
0.11,0.87,6.0,305.0,4,0.0,0,marketing,,1
0.17,0.84,5.0,232.0,3,0.0,0,sales,low,1
0.44,0.45,2.0,132.0,3,0.0,0,sales,low,1
0.37,0.57,2.0,,3,0.0,0,sales,,1
0.1,0.79,6.0,291.0,4,0.0,0,sales,low,1
0.4,0.5,2.0,130.0,3,0.0,0,sales,,1
0.89,1.0,5.0,246.0,5,0.0,0,sales,low,1
0.42,0.48,,143.0,3,0.0,0,sales,,1
0.46,0.55,,129.0,3,0.0,0,sales,low,1
0.09,0.83,6.0,255.0,4,0.0,0,sales,,1
0.37,0.51,2.0,155.0,3,0.0,0,sales,low,1
0.1,0.77,6.0,265.0,4,0.0,0,sales,low,1
0.1,0.84,6.0,279.0,4,0.0,0,sales,low,1
0.11,0.97,6.0,284.0,4,0.0,0,sales,,1
0.9,1.0,5.0,221.0,6,0.0,0,sales,medium,1
0.38,,,154.0,3,0.0,0,sales,medium,1
0.36,0.52,2.0,,3,0.0,0,sales,medium,1
0.42,,2.0,150.0,3,,0,sales,,1
